kommun;year;value
0428;2019;22.67
0428;2020;22.67
0428;2021;22.67
0428;2022;22.67
0428;2023;22.67
0428;2024;22.67
0428;2025;22.67
0428;2026;22.67
0461;2015;22.18
0461;2016;22.18
0461;2017;22.18
0461;2018;22.18
0461;2019;22.12
0461;2020;22.12
0461;2021;22.12
0461;2022;22.12
0461;2023;22.12
0461;2024;22.12
0461;2025;22.12
0461;2026;22.12
0480;2015;21.48
0480;2016;21.48
0480;2017;21.48
0480;2018;21.48
0480;2019;21.42
0480;2020;21.42
0480;2021;21.42
0480;2022;21.42
0480;2023;21.42
0480;2024;21.42
0480;2025;21.42
0480;2026;21.42
0481;2015;22.28
0481;2016;22.28
0481;2017;22.28
0481;2018;22.28
0481;2019;22.22
0481;2020;22.22
0481;2021;22.22
0481;2022;22.22
0481;2023;22.22
0481;2024;22.22
0481;2025;22.22
0481;2026;22.22
0482;2015;22.33
0482;2016;22.33
0482;2017;22.33
0482;2018;22.33
0482;2019;22.27
0482;2020;22.27
0482;2021;22.27
0482;2022;22.27
0482;2023;22.27
0482;2024;22.27
0482;2025;22.27
0482;2026;22.27
0483;2015;22.18
0483;2016;22.18
0483;2017;22.18
0483;2018;22.18
0483;2019;22.12
0483;2020;22.12
0483;2021;22.12
0483;2022;22.12
0483;2023;22.12
0483;2024;22.12
0483;2025;22.12
0483;2026;22.12
0484;2015;22.08
0484;2016;22.08
0484;2017;22.08
0484;2018;22.08
0484;2019;22.02
0484;2020;22.02
0484;2021;22.02
0484;2022;22.02
0484;2023;22.02
0484;2024;22.02
0484;2025;22.02
0484;2026;22.02
0486;2015;21.73
0486;2016;21.73
0486;2017;21.73
0486;2018;21.73
0486;2019;21.67
0486;2020;21.67
0486;2021;21.67
0486;2022;21.67
0486;2023;21.67
0486;2024;21.67
0486;2025;21.67
0486;2026;21.67
0488;2015;21.26
0488;2016;21.26
0488;2017;21.66
0488;2018;21.66
0488;2019;21.6
0488;2020;21.6
0488;2021;21.6
0488;2022;21.6
0488;2023;21.5
0488;2024;21.4
0488;2025;21.3
0488;2026;21.2
0509;2015;21.6
0509;2016;21.6
0509;2017;21.6
0509;2018;21.6
0509;2019;21.6
0509;2020;22.6
0509;2021;22.6
0509;2022;22.6
0509;2023;22.6
0509;2024;22.6
0509;2025;22.4
0509;2026;22.4
0512;2015;21.7
0512;2016;21.7
0512;2017;21.95
0512;2018;21.95
0512;2019;21.95
0512;2020;22.55
0512;2021;22.55
0512;2022;22.55
