kommun;year;status
0126;2025;shortage
0127;2025;shortage
0128;2025;shortage
0136;2025;shortage
0138;2025;shortage
0139;2025;shortage
0140;2025;shortage
0160;2025;shortage
0162;2025;shortage
0163;2025;shortage
0180;2025;shortage
0181;2025;shortage
0182;2025;shortage
0183;2025;shortage
0184;2025;shortage
0186;2025;shortage
0187;2025;shortage
0188;2025;shortage
0191;2025;shortage
0192;2025;balance
0305;2025;shortage
0319;2025;shortage
0330;2025;balance
0331;2025;shortage
0360;2025;shortage
0380;2025;shortage
0381;2025;balance
0382;2025;shortage
0428;2025;balance
0461;2025;shortage
0480;2025;balance
0481;2025;surplus
0482;2025;surplus
0483;2025;balance
0484;2025;surplus
0486;2025;balance
0488;2025;shortage
0509;2025;shortage
0512;2025;surplus
0513;2025;surplus
0560;2025;shortage
0561;2025;balance
0562;2025;shortage
0563;2025;balance
0580;2025;shortage
0581;2025;balance
0582;2025;shortage
0583;2025;shortage
0584;2025;balance
0586;2025;balance
0604;2025;balance
0617;2025;balance
0642;2025;balance
0643;2025;shortage
0662;2025;balance
0665;2025;balance
0680;2025;shortage
0682;2025;balance
0683;2025;balance
0684;2025;surplus
0685;2025;balance
0686;2025;balance
0687;2025;shortage
0760;2025;surplus
0761;2025;surplus
0763;2025;balance
0764;2025;surplus
0765;2025;surplus
0767;2025;surplus
0780;2025;surplus
0781;2025;balance
0821;2025;balance
0834;2025;balance
0840;2025;shortage
0860;2025;surplus
0861;2025;balance
0862;2025;surplus
0880;2025;shortage
0881;2025;surplus
0882;2025;balance
0883;2025;surplus
0885;2025;shortage
0980;2025;shortage
1060;2025;balance
1080;2025;shortage
1081;2025;balance
1082;2025;shortage
1083;2025;shortage
1214;2025;shortage
1230;2025;balance
1231;2025;shortage
1233;2025;shortage
1256;2025;balance
1257;2025;balance
1260;2025;shortage
1261;2025;shortage
1262;2025;shortage
1263;2025;shortage
1264;2025;shortage
1265;2025;balance
1266;2025;shortage
1267;2025;shortage
1270;2025;balance
1272;2025;balance
1273;2025;surplus
1275;2025;balance
1276;2025;shortage
1277;2025;surplus
1278;2025;shortage
1280;2025;shortage
1281;2025;shortage
1282;2025;balance
1283;2025;shortage
1284;2025;shortage
1285;2025;balance
1286;2025;balance
1287;2025;balance
1290;2025;balance
1291;2025;balance
1292;2025;balance
1293;2025;balance
1315;2025;surplus
1380;2025;balance
1381;2025;balance
1382;2025;shortage
1383;2025;shortage
1384;2025;shortage
1401;2025;shortage
1402;2025;shortage
1407;2025;shortage
1415;2025;shortage
1419;2025;shortage
1421;2025;shortage
1427;2025;shortage
1430;2025;balance
1435;2025;balance
1438;2025;balance
1439;2025;balance
1440;2025;shortage
1441;2025;shortage
1442;2025;shortage
1443;2025;shortage
1444;2025;balance
1445;2025;balance
1446;2025;shortage
1447;2025;balance
1452;2025;balance
1460;2025;balance
1461;2025;balance
1462;2025;shortage
1463;2025;shortage
1465;2025;balance
1466;2025;balance
1470;2025;shortage
1471;2025;shortage
1472;2025;balance
1473;2025;shortage
1480;2025;shortage
1481;2025;shortage
1482;2025;shortage
1484;2025;shortage
1485;2025;balance
1486;2025;balance
1487;2025;balance
1488;2025;balance
1489;2025;shortage
1490;2025;surplus
1491;2025;surplus
1492;2025;surplus
1493;2025;shortage
1494;2025;balance
1495;2025;balance
1496;2025;shortage
1497;2025;shortage
1498;2025;balance
1499;2025;balance
1715;2025;shortage
1730;2025;balance
1737;2025;balance
1760;2025;balance
1761;2025;shortage
1762;2025;surplus
1763;2025;balance
1764;2025;shortage
1765;2025;surplus
1766;2025;balance
1780;2025;surplus
1781;2025;balance
1782;2025;surplus
1783;2025;balance
1784;2025;balance
1785;2025;surplus
1814;2025;shortage
1860;2025;surplus
1861;2025;shortage
1862;2025;balance
1863;2025;surplus
1864;2025;surplus
1880;2025;shortage
1881;2025;shortage
1882;2025;shortage
1883;2025;shortage
1884;2025;shortage
1885;2025;balance
1904;2025;balance
1907;2025;shortage
1960;2025;balance
1961;2025;shortage
1962;2025;surplus
1980;2025;surplus
1982;2025;surplus
1983;2025;balance
1984;2025;balance
2021;2025;shortage
2023;2025;shortage
2026;2025;shortage
2029;2025;shortage
2031;2025;shortage
2034;2025;balance
2039;2025;balance
2061;2025;balance
2062;2025;balance
2080;2025;balance
2081;2025;balance
2082;2025;shortage
2083;2025;shortage
2084;2025;surplus
2085;2025;balance
2101;2025;surplus
2104;2025;surplus
2121;2025;surplus
2132;2025;shortage
2161;2025;balance
2180;2025;balance
2181;2025;surplus
2182;2025;surplus
2183;2025;balance
2184;2025;balance
2260;2025;shortage
2262;2025;balance
2280;2025;balance
2281;2025;balance
2282;2025;shortage
2283;2025;shortage
2284;2025;balance
2303;2025;balance
2305;2025;surplus
2309;2025;balance
2313;2025;surplus
2321;2025;shortage
2326;2025;shortage
2361;2025;surplus
2380;2025;balance
2403;2025;shortage
2404;2025;shortage
2409;2025;balance
2417;2025;shortage
2418;2025;balance
2421;2025;surplus
2422;2025;balance
2425;2025;surplus
2460;2025;shortage
2462;2025;surplus
2463;2025;balance
2480;2025;shortage
2481;2025;surplus
2482;2025;shortage
2505;2025;balance
2506;2025;shortage
2510;2025;balance
2513;2025;balance
2514;2025;surplus
2518;2025;balance
2521;2025;balance
2523;2025;shortage
2560;2025;balance
2580;2025;shortage
2581;2025;shortage
2582;2025;balance
2583;2025;surplus
2584;2025;balance
0114;2026;shortage
0115;2026;shortage
0117;2026;shortage
0120;2026;shortage
0123;2026;balance
0125;2026;shortage
0126;2026;shortage
0127;2026;shortage
0128;2026;shortage
0136;2026;balance
0138;2026;shortage
0139;2026;shortage
0140;2026;shortage
0160;2026;shortage
0162;2026;shortage
0163;2026;shortage
0180;2026;shortage
0181;2026;shortage
0182;2026;shortage
0183;2026;shortage
0184;2026;shortage
0186;2026;shortage
0187;2026;shortage
0188;2026;balance
0191;2026;shortage
0192;2026;balance
0305;2026;shortage
0319;2026;shortage
0330;2026;balance
0331;2026;shortage
0360;2026;shortage
0380;2026;shortage
0381;2026;surplus
0382;2026;balance
0428;2026;surplus
0461;2026;shortage
0480;2026;surplus
0481;2026;balance
0482;2026;surplus
0483;2026;balance
0484;2026;surplus
0486;2026;balance
0488;2026;shortage
0509;2026;shortage
0512;2026;balance
0513;2026;balance
0560;2026;surplus
0561;2026;balance
0563;2026;balance
0580;2026;shortage
0581;2026;balance
0582;2026;shortage
0583;2026;surplus
0584;2026;balance
0586;2026;balance
0604;2026;balance
0617;2026;surplus
0642;2026;balance
0643;2026;balance
0662;2026;balance
0665;2026;balance
0680;2026;shortage
0682;2026;balance
0683;2026;balance
0684;2026;surplus
0685;2026;balance
0686;2026;balance
0687;2026;balance
0760;2026;surplus
0761;2026;surplus
0763;2026;balance
0764;2026;surplus
0765;2026;surplus
0767;2026;surplus
0780;2026;surplus
0781;2026;balance
0821;2026;balance
0834;2026;shortage
0840;2026;shortage
0860;2026;surplus
0861;2026;balance
0862;2026;surplus
0880;2026;shortage
0881;2026;surplus
0882;2026;balance
0883;2026;surplus
0884;2026;surplus
0885;2026;shortage
0980;2026;shortage
1060;2026;balance
1080;2026;shortage
1081;2026;balance
1082;2026;balance
1083;2026;balance
1214;2026;shortage
1230;2026;balance
1231;2026;balance
1233;2026;shortage
1256;2026;surplus
1257;2026;balance
1260;2026;balance
1261;2026;balance
1262;2026;shortage
1263;2026;shortage
1264;2026;shortage
1265;2026;surplus
1266;2026;shortage
1267;2026;shortage
1270;2026;balance
1272;2026;balance
1273;2026;surplus
1275;2026;balance
1276;2026;balance
1277;2026;surplus
1278;2026;balance
1280;2026;shortage
1281;2026;shortage
1282;2026;balance
1283;2026;shortage
1284;2026;balance
1285;2026;balance
1286;2026;balance
1287;2026;shortage
1290;2026;balance
1291;2026;balance
1292;2026;balance
1293;2026;balance
1315;2026;surplus
1380;2026;balance
1381;2026;shortage
1382;2026;shortage
1383;2026;shortage
1384;2026;shortage
1401;2026;shortage
1402;2026;shortage
1407;2026;shortage
1415;2026;balance
1419;2026;shortage
1421;2026;shortage
1427;2026;shortage
1430;2026;balance
1435;2026;balance
1438;2026;balance
1439;2026;balance
1440;2026;shortage
1441;2026;shortage
1442;2026;shortage
1443;2026;shortage
1444;2026;balance
1445;2026;balance
1446;2026;shortage
1447;2026;balance
1452;2026;balance
1460;2026;surplus
1461;2026;balance
1462;2026;shortage
1463;2026;shortage
1465;2026;surplus
1466;2026;balance
1470;2026;shortage
1471;2026;balance
1472;2026;balance
1473;2026;shortage
1480;2026;shortage
1481;2026;shortage
1482;2026;shortage
1484;2026;balance
1485;2026;balance
1486;2026;balance
1487;2026;balance
1488;2026;balance
1489;2026;shortage
1490;2026;surplus
1491;2026;surplus
1492;2026;surplus
1493;2026;balance
1494;2026;balance
1495;2026;balance
1496;2026;shortage
1497;2026;shortage
1498;2026;balance
1499;2026;balance
1715;2026;balance
1730;2026;balance
1737;2026;balance
1760;2026;balance
1761;2026;shortage
1762;2026;balance
1763;2026;balance
1764;2026;surplus
1765;2026;surplus
1766;2026;balance
1780;2026;balance
1781;2026;balance
1782;2026;surplus
1783;2026;balance
1784;2026;balance
1785;2026;surplus
1814;2026;shortage
1860;2026;surplus
1861;2026;shortage
1862;2026;surplus
1863;2026;balance
1864;2026;shortage
1880;2026;shortage
1881;2026;shortage
1882;2026;shortage
1883;2026;balance
1884;2026;shortage
1885;2026;balance
1907;2026;balance
1960;2026;balance
1961;2026;shortage
1962;2026;surplus
1980;2026;surplus
1982;2026;surplus
1983;2026;balance
1984;2026;balance
2021;2026;shortage
2023;2026;surplus
2026;2026;balance
2029;2026;shortage
2031;2026;shortage
2034;2026;balance
2039;2026;balance
2061;2026;balance
2062;2026;balance
2080;2026;balance
2081;2026;balance
2082;2026;balance
2083;2026;shortage
2084;2026;surplus
2085;2026;balance
2101;2026;surplus
2104;2026;surplus
2121;2026;surplus
2132;2026;balance
2161;2026;balance
2180;2026;balance
2181;2026;surplus
2182;2026;surplus
2183;2026;balance
2184;2026;balance
2260;2026;balance
2262;2026;balance
2280;2026;balance
2281;2026;balance
2282;2026;surplus
2283;2026;balance
2284;2026;balance
2303;2026;balance
2305;2026;surplus
2309;2026;balance
2313;2026;surplus
2321;2026;shortage
2326;2026;balance
2361;2026;balance
2380;2026;shortage
2401;2026;shortage
2403;2026;shortage
2404;2026;shortage
2409;2026;balance
2417;2026;balance
2418;2026;balance
2421;2026;surplus
2422;2026;shortage
2425;2026;balance
2460;2026;shortage
2462;2026;surplus
2463;2026;balance
2480;2026;shortage
2481;2026;surplus
2482;2026;surplus
2505;2026;balance
2506;2026;balance
2510;2026;balance
2513;2026;shortage
2514;2026;surplus
2518;2026;balance
2521;2026;balance
2523;2026;balance
2560;2026;shortage
2580;2026;shortage
2581;2026;shortage
2582;2026;shortage
2583;2026;surplus
2584;2026;shortage
