kommun;period;key;count;per100k
0512;2009;vandalism;11;297.0
0512;2010;burglary;35;953.0
0512;2010;drugs_weapons;8;217.0
0512;2010;person;32;871.0
0512;2010;theft;94;2560.0
0512;2010;total;196;5338.0
0512;2010;vandalism;31;844.0
0512;2011;burglary;23;627.0
0512;2011;drugs_weapons;5;136.0
0512;2011;person;20;545.0
0512;2011;theft;74;2017.0
0512;2011;total;145;3952.0
0512;2011;vandalism;22;600.0
0512;2012;burglary;24;660.0
0512;2012;drugs_weapons;2;55.0
0512;2012;person;12;330.0
0512;2012;theft;62;1704.0
0512;2012;total;100;2748.0
0512;2012;vandalism;7;192.0
0512;2013;burglary;26;719.0
0512;2013;drugs_weapons;4;111.0
0512;2013;person;21;581.0
0512;2013;theft;78;2158.0
0512;2013;total;126;3486.0
0512;2013;vandalism;4;111.0
0512;2014;burglary;28;770.0
0512;2014;drugs_weapons;6;165.0
0512;2014;person;17;467.0
0512;2014;theft;80;2199.0
0512;2014;total;145;3985.0
0512;2014;vandalism;17;467.0
0512;2015;burglary;23;629.0
0512;2015;drugs_weapons;5;137.0
0512;2015;person;33;902.0
0512;2015;theft;88;2405.0
0512;2015;total;180;4919.0
0512;2015;vandalism;13;355.0
0512;2016;burglary;33;900.0
0512;2016;drugs_weapons;2;54.0
0512;2016;person;30;818.0
0512;2016;theft;86;2346.0
0512;2016;total;170;4637.0
0512;2016;vandalism;17;464.0
0512;2017;burglary;16;432.0
0512;2017;drugs_weapons;3;81.0
0512;2017;person;38;1026.0
0512;2017;theft;60;1620.0
0512;2017;total;161;4347.0
0512;2017;vandalism;18;486.0
0512;2018;burglary;25;669.0
0512;2018;drugs_weapons;17;455.0
0512;2018;person;22;589.0
0512;2018;theft;79;2113.0
0512;2018;total;219;5859.0
0512;2018;vandalism;10;268.0
0512;2019;burglary;19;507.0
0512;2019;drugs_weapons;9;240.0
0512;2019;person;78;2083.0
0512;2019;theft;64;1709.0
0512;2019;total;218;5821.0
0512;2019;vandalism;25;668.0
0512;2020;burglary;16;428.0
0512;2020;drugs_weapons;10;267.0
0512;2020;person;59;1579.0
0512;2020;theft;44;1178.0
0512;2020;total;174;4657.0
0512;2020;vandalism;28;749.0
0512;2021;burglary;14;377.0
0512;2021;drugs_weapons;3;81.0
0512;2021;person;77;2075.0
0512;2021;theft;28;755.0
0512;2021;total;144;3881.0
0512;2021;vandalism;12;323.0
0512;2022;burglary;8;217.0
0512;2022;drugs_weapons;7;190.0
0512;2022;person;36;976.0
0512;2022;theft;38;1030.0
0512;2022;total;133;3605.0
0512;2022;vandalism;14;380.0
0512;2023;burglary;8;219.0
0512;2023;drugs_weapons;2;55.0
0512;2023;person;32;874.0
0512;2023;theft;31;847.0
0512;2023;total;162;4426.0
0512;2023;vandalism;12;328.0
0512;2024;burglary;19;523.0
0512;2024;drugs_weapons;9;248.0
0512;2024;person;51;1404.0
0512;2024;theft;42;1156.0
0512;2024;total;212;5837.0
0512;2024;vandalism;14;385.0
0512;2025;burglary;6;166.0
0512;2025;drugs_weapons;11;304.0
0512;2025;person;55;1518.0
0512;2025;theft;29;801.0
0512;2025;total;208;5742.0
0512;2025;vandalism;9;248.0
0513;1996;burglary;125;1194.0
0513;1996;drugs_weapons;3;29.0
0513;1996;person;46;439.0
0513;1996;theft;307;2933.0
0513;1996;total;424;4051.0
0513;1996;vandalism;32;306.0
0513;1997;burglary;107;1034.0
0513;1997;drugs_weapons;3;29.0
0513;1997;person;78;754.0
0513;1997;theft;337;3256.0
0513;1997;total;535;5168.0
0513;1997;vandalism;56;541.0
0513;1998;burglary;130;1264.0
0513;1998;drugs_weapons;4;39.0
0513;1998;person;43;418.0
0513;1998;theft;390;3792.0
0513;1998;total;541;5260.0
0513;1998;vandalism;61;593.0
0513;1999;burglary;121;1189.0
0513;1999;drugs_weapons;3;30.0
0513;1999;person;70;688.0
0513;1999;theft;356;3498.0
0513;1999;total;537;5277.0
0513;1999;vandalism;72;708.0
0513;2000;burglary;176;1740.0
0513;2000;drugs_weapons;13;129.0
0513;2000;person;64;633.0
0513;2000;theft;506;5001.0
0513;2000;total;727;7186.0
0513;2000;vandalism;79;781.0
0513;2001;burglary;166;1642.0
0513;2001;drugs_weapons;17;168.0
0513;2001;person;98;969.0
0513;2001;theft;392;3876.0
0513;2001;total;667;6596.0
0513;2001;vandalism;51;504.0
0513;2002;burglary;137;1363.0
0513;2002;drugs_weapons;7;70.0
0513;2002;person;113;1124.0
0513;2002;theft;402;3998.0
0513;2002;total;674;6703.0
0513;2002;vandalism;102;1014.0
0513;2003;burglary;159;1590.0
0513;2003;drugs_weapons;10;100.0
0513;2003;person;127;1270.0
0513;2003;theft;470;4701.0
0513;2003;total;776;7762.0
0513;2003;vandalism;81;810.0
0513;2004;burglary;118;1184.0
0513;2004;drugs_weapons;16;160.0
0513;2004;person;141;1415.0
0513;2004;theft;365;3662.0
0513;2004;total;699;7013.0
0513;2004;vandalism;89;893.0
0513;2005;burglary;124;1246.0
0513;2005;drugs_weapons;18;181.0
0513;2005;person;136;1367.0
0513;2005;theft;388;3900.0
0513;2005;total;725;7287.0
0513;2005;vandalism;71;714.0
0513;2006;burglary;110;1108.0
0513;2006;drugs_weapons;6;60.0
0513;2006;person;114;1148.0
0513;2006;theft;285;2870.0
0513;2006;total;554;5578.0
0513;2006;vandalism;59;594.0
0513;2007;burglary;81;816.0
0513;2007;drugs_weapons;9;90.0
0513;2007;person;128;1289.0
0513;2007;theft;228;2295.0
0513;2007;total;567;5709.0
0513;2007;vandalism;100;1007.0
0513;2008;burglary;70;706.0
0513;2008;drugs_weapons;13;131.0
0513;2008;person;141;1422.0
0513;2008;theft;247;2491.0
0513;2008;total;668;6737.0
0513;2008;vandalism;79;797.0
0513;2009;burglary;79;802.0
0513;2009;drugs_weapons;31;315.0
0513;2009;person;218;2214.0
0513;2009;theft;242;2457.0
0513;2009;total;812;8245.0
0513;2009;vandalism;103;1046.0
0513;2010;burglary;68;695.0
0513;2010;drugs_weapons;20;205.0
0513;2010;person;151;1543.0
0513;2010;theft;198;2023.0
0513;2010;total;579;5916.0
0513;2010;vandalism;70;715.0
0513;2011;burglary;61;624.0
0513;2011;drugs_weapons;35;357.0
0513;2011;person;117;1196.0
0513;2011;theft;220;2249.0
0513;2011;total;578;5910.0
0513;2011;vandalism;83;849.0
0513;2012;burglary;54;553.0
0513;2012;drugs_weapons;31;318.0
0513;2012;person;101;1034.0
0513;2012;theft;210;2149.0
0513;2012;total;540;5526.0
0513;2012;vandalism;89;911.0
0513;2013;burglary;34;348.0
0513;2013;drugs_weapons;31;317.0
0513;2013;person;84;860.0
0513;2013;theft;164;1678.0
0513;2013;total;453;4635.0
0513;2013;vandalism;82;839.0
0513;2014;burglary;76;776.0
0513;2014;drugs_weapons;22;225.0
0513;2014;person;105;1072.0
0513;2014;theft;249;2541.0
0513;2014;total;574;5858.0
0513;2014;vandalism;47;480.0
0513;2015;burglary;69;704.0
0513;2015;drugs_weapons;20;204.0
0513;2015;person;88;898.0
0513;2015;theft;216;2205.0
0513;2015;total;553;5646.0
0513;2015;vandalism;39;398.0
0513;2016;burglary;53;539.0
0513;2016;drugs_weapons;49;499.0
0513;2016;person;137;1393.0
0513;2016;theft;190;1932.0
0513;2016;total;567;5765.0
0513;2016;vandalism;53;539.0
0513;2017;burglary;73;739.0
0513;2017;drugs_weapons;22;222.0
0513;2017;person;161;1630.0
0513;2017;theft;198;2004.0
0513;2017;total;564;5710.0
0513;2017;vandalism;60;607.0
0513;2018;burglary;49;495.0
0513;2018;drugs_weapons;25;253.0
0513;2018;person;168;1697.0
0513;2018;theft;183;1849.0
0513;2018;total;541;5465.0
0513;2018;vandalism;91;919.0
0513;2019;burglary;43;433.0
0513;2019;drugs_weapons;42;423.0
0513;2019;person;137;1380.0
0513;2019;theft;189;1904.0
0513;2019;total;647;6517.0
0513;2019;vandalism;92;927.0
0513;2020;burglary;49;492.0
0513;2020;drugs_weapons;32;321.0
0513;2020;person;169;1696.0
0513;2020;theft;172;1726.0
0513;2020;total;625;6272.0
0513;2020;vandalism;139;1395.0
0513;2021;burglary;58;579.0
0513;2021;drugs_weapons;38;379.0
0513;2021;person;166;1657.0
0513;2021;theft;222;2216.0
0513;2021;total;635;6338.0
0513;2021;vandalism;88;878.0
0513;2022;burglary;27;268.0
0513;2022;drugs_weapons;28;279.0
0513;2022;person;137;1362.0
0513;2022;theft;148;1471.0
0513;2022;total;527;5240.0
0513;2022;vandalism;60;597.0
0513;2023;burglary;41;409.0
0513;2023;drugs_weapons;14;140.0
0513;2023;person;171;1705.0
0513;2023;theft;126;1256.0
0513;2023;total;658;6560.0
0513;2023;vandalism;57;568.0
0513;2024;burglary;26;261.0
0513;2024;drugs_weapons;27;270.0
0513;2024;person;140;1403.0
0513;2024;theft;109;1092.0
0513;2024;total;554;5551.0
0513;2024;vandalism;50;501.0
0513;2025;burglary;25;251.0
0513;2025;drugs_weapons;19;191.0
0513;2025;person;133;1338.0
0513;2025;theft;104;1046.0
0513;2025;total;535;5382.0
0513;2025;vandalism;42;423.0
0560;1996;burglary;86;1528.0
0560;1996;drugs_weapons;1;18.0
0560;1996;person;53;942.0
0560;1996;theft;196;3483.0
0560;1996;total;610;10841.0
0560;1996;vandalism;46;817.0
0560;1997;burglary;99;1772.0
0560;1997;drugs_weapons;10;179.0
0560;1997;person;40;716.0
0560;1997;theft;263;4709.0
0560;1997;total;367;6571.0
0560;1997;vandalism;25;448.0
0560;1998;burglary;86;1563.0
0560;1998;drugs_weapons;3;55.0
0560;1998;person;25;454.0
0560;1998;theft;226;4107.0
0560;1998;total;291;5288.0
0560;1998;vandalism;21;382.0
0560;1999;burglary;94;1731.0
0560;1999;drugs_weapons;4;73.0
0560;1999;person;28;516.0
0560;1999;theft;275;5065.0
0560;1999;total;366;6742.0
0560;1999;vandalism;25;460.0
0560;2000;burglary;129;2401.0
0560;2000;drugs_weapons;6;111.0
0560;2000;person;41;763.0
0560;2000;theft;329;6124.0
0560;2000;total;455;8469.0
0560;2000;vandalism;42;782.0
0560;2001;burglary;105;1970.0
0560;2001;drugs_weapons;4;75.0
0560;2001;person;32;600.0
0560;2001;theft;279;5234.0
0560;2001;total;405;7598.0
0560;2001;vandalism;32;600.0
0560;2002;burglary;123;2317.0
0560;2002;drugs_weapons;11;208.0
0560;2002;person;58;1092.0
0560;2002;theft;291;5481.0
0560;2002;total;453;8533.0
0560;2002;vandalism;49;923.0
0560;2003;burglary;82;1547.0
0560;2003;drugs_weapons;6;113.0
0560;2003;person;67;1264.0
0560;2003;theft;197;3717.0
0560;2003;total;375;7076.0
0560;2003;vandalism;50;943.0
0560;2004;burglary;78;1472.0
0560;2004;drugs_weapons;4;76.0
0560;2004;person;61;1151.0
0560;2004;theft;202;3813.0
0560;2004;total;378;7135.0
0560;2004;vandalism;36;680.0
0560;2005;burglary;96;1824.0
0560;2005;drugs_weapons;6;114.0
0560;2005;person;58;1102.0
0560;2005;theft;275;5224.0
0560;2005;total;474;9004.0
0560;2005;vandalism;53;1007.0
0560;2006;burglary;101;1930.0
0560;2006;drugs_weapons;31;593.0
0560;2006;person;83;1586.0
0560;2006;theft;237;4528.0
0560;2006;total;502;9591.0
0560;2006;vandalism;62;1185.0
0560;2007;burglary;98;1876.0
0560;2007;drugs_weapons;5;96.0
0560;2007;person;82;1570.0
0560;2007;theft;227;4345.0
0560;2007;total;430;8230.0
0560;2007;vandalism;52;995.0
0560;2008;burglary;90;1717.0
0560;2008;drugs_weapons;23;439.0
0560;2008;person;123;2347.0
0560;2008;theft;212;4045.0
0560;2008;total;487;9291.0
0560;2008;vandalism;48;916.0
0560;2009;burglary;57;1085.0
0560;2009;drugs_weapons;22;419.0
0560;2009;person;53;1009.0
0560;2009;theft;149;2836.0
0560;2009;total;352;6700.0
0560;2009;vandalism;54;1028.0
0560;2010;burglary;25;478.0
0560;2010;drugs_weapons;11;210.0
0560;2010;person;51;974.0
0560;2010;theft;103;1968.0
0560;2010;total;292;5578.0
0560;2010;vandalism;20;382.0
0560;2011;burglary;51;978.0
0560;2011;drugs_weapons;30;575.0
0560;2011;person;75;1439.0
0560;2011;theft;121;2321.0
0560;2011;total;321;6158.0
0560;2011;vandalism;46;882.0
0560;2012;burglary;34;653.0
0560;2012;drugs_weapons;5;96.0
0560;2012;person;61;1172.0
0560;2012;theft;88;1691.0
0560;2012;total;215;4130.0
0560;2012;vandalism;20;384.0
0560;2013;burglary;34;649.0
0560;2013;drugs_weapons;16;305.0
0560;2013;person;60;1145.0
0560;2013;theft;137;2614.0
0560;2013;total;296;5647.0
0560;2013;vandalism;27;515.0
0560;2014;burglary;25;472.0
0560;2014;drugs_weapons;16;302.0
0560;2014;person;82;1547.0
0560;2014;theft;105;1981.0
0560;2014;total;323;6094.0
0560;2014;vandalism;39;736.0
0560;2015;burglary;34;638.0
0560;2015;drugs_weapons;22;414.0
0560;2015;person;53;995.0
0560;2015;theft;106;1991.0
0560;2015;total;284;5333.0
0560;2015;vandalism;40;751.0
0560;2016;burglary;38;710.0
0560;2016;drugs_weapons;15;280.0
0560;2016;person;105;1962.0
0560;2016;theft;111;2075.0
0560;2016;total;343;6411.0
0560;2016;vandalism;30;561.0
0560;2017;burglary;45;831.0
0560;2017;drugs_weapons;33;610.0
0560;2017;person;70;1293.0
0560;2017;theft;124;2291.0
0560;2017;total;339;6263.0
0560;2017;vandalism;41;757.0
0560;2018;burglary;27;495.0
0560;2018;drugs_weapons;40;733.0
0560;2018;person;75;1376.0
0560;2018;theft;89;1633.0
0560;2018;total;303;5559.0
0560;2018;vandalism;42;771.0
0560;2019;burglary;30;549.0
0560;2019;drugs_weapons;27;495.0
0560;2019;person;89;1629.0
0560;2019;theft;91;1666.0
0560;2019;total;382;6993.0
0560;2019;vandalism;61;1117.0
0560;2020;burglary;25;458.0
0560;2020;drugs_weapons;65;1191.0
0560;2020;person;69;1264.0
0560;2020;theft;114;2088.0
0560;2020;total;434;7951.0
0560;2020;vandalism;89;1630.0
0560;2021;burglary;15;274.0
0560;2021;drugs_weapons;25;456.0
0560;2021;person;65;1187.0
0560;2021;theft;74;1351.0
0560;2021;total;266;4857.0
0560;2021;vandalism;25;456.0
0560;2022;burglary;9;163.0
0560;2022;drugs_weapons;27;490.0
0560;2022;person;96;1744.0
0560;2022;theft;77;1399.0
0560;2022;total;331;6013.0
0560;2022;vandalism;39;708.0
0560;2023;burglary;19;345.0
0560;2023;drugs_weapons;31;562.0
0560;2023;person;132;2395.0
0560;2023;theft;78;1415.0
0560;2023;total;485;8801.0
0560;2023;vandalism;49;889.0
0560;2024;burglary;9;163.0
0560;2024;drugs_weapons;32;580.0
0560;2024;person;175;3171.0
0560;2024;theft;61;1105.0
0560;2024;total;480;8698.0
0560;2024;vandalism;67;1214.0
0560;2025;burglary;10;182.0
0560;2025;drugs_weapons;21;383.0
0560;2025;person;112;2042.0
0560;2025;theft;52;948.0
0560;2025;total;381;6947.0
0560;2025;vandalism;43;784.0
0561;1996;burglary;100;798.0
0561;1996;drugs_weapons;8;64.0
0561;1996;person;70;559.0
0561;1996;theft;358;2856.0
0561;1996;total;553;4412.0
0561;1996;vandalism;69;551.0
0561;1997;burglary;133;1070.0
0561;1997;drugs_weapons;2;16.0
0561;1997;person;81;652.0
0561;1997;theft;426;3427.0
0561;1997;total;639;5141.0
0561;1997;vandalism;99;796.0
0561;1998;burglary;113;919.0
0561;1998;drugs_weapons;5;41.0
0561;1998;person;92;748.0
0561;1998;theft;444;3612.0
0561;1998;total;673;5475.0
0561;1998;vandalism;95;773.0
0561;1999;burglary;135;1112.0
0561;1999;drugs_weapons;4;33.0
0561;1999;person;84;692.0
0561;1999;theft;465;3832.0
0561;1999;total;678;5587.0
0561;1999;vandalism;70;577.0
0561;2000;burglary;140;1167.0
0561;2000;drugs_weapons;2;17.0
0561;2000;person;67;558.0
0561;2000;theft;469;3908.0
0561;2000;total;714;5950.0
0561;2000;vandalism;94;783.0
0561;2001;burglary;230;1930.0
0561;2001;drugs_weapons;6;50.0
0561;2001;person;60;503.0
0561;2001;theft;567;4757.0
0561;2001;total;830;6963.0
0561;2001;vandalism;90;755.0
0561;2002;burglary;183;1539.0
0561;2002;drugs_weapons;17;143.0
0561;2002;person;89;748.0
0561;2002;theft;536;4508.0
0561;2002;total;838;7048.0
0561;2002;vandalism;105;883.0
0561;2003;burglary;182;1536.0
0561;2003;drugs_weapons;18;152.0
0561;2003;person;99;835.0
0561;2003;theft;492;4151.0
0561;2003;total;769;6488.0
0561;2003;vandalism;95;802.0
0561;2004;burglary;98;829.0
0561;2004;drugs_weapons;3;25.0
0561;2004;person;119;1007.0
0561;2004;theft;380;3216.0
0561;2004;total;721;6101.0
0561;2004;vandalism;120;1015.0
0561;2005;burglary;80;680.0
0561;2005;drugs_weapons;7;59.0
0561;2005;person;121;1028.0
0561;2005;theft;394;3347.0
0561;2005;total;722;6134.0
0561;2005;vandalism;80;680.0
0561;2006;burglary;118;1004.0
0561;2006;drugs_weapons;13;111.0
0561;2006;person;112;953.0
0561;2006;theft;346;2945.0
0561;2006;total;708;6026.0
0561;2006;vandalism;103;877.0
0561;2007;burglary;121;1033.0
0561;2007;drugs_weapons;9;77.0
0561;2007;person;130;1110.0
0561;2007;theft;341;2910.0
0561;2007;total;808;6896.0
0561;2007;vandalism;188;1605.0
0561;2008;burglary;58;500.0
0561;2008;drugs_weapons;3;26.0
0561;2008;person;93;802.0
0561;2008;theft;244;2103.0
0561;2008;total;560;4827.0
0561;2008;vandalism;83;715.0
0561;2009;burglary;49;425.0
0561;2009;drugs_weapons;24;208.0
0561;2009;person;136;1181.0
0561;2009;theft;236;2049.0
0561;2009;total;679;5894.0
0561;2009;vandalism;125;1085.0
0561;2010;burglary;77;670.0
0561;2010;drugs_weapons;10;87.0
0561;2010;person;169;1469.0
0561;2010;theft;296;2574.0
0561;2010;total;661;5747.0
0561;2010;vandalism;69;600.0
0561;2011;burglary;66;573.0
0561;2011;drugs_weapons;49;426.0
0561;2011;person;146;1268.0
0561;2011;theft;251;2181.0
0561;2011;total;751;6524.0
0561;2011;vandalism;86;747.0
0561;2012;burglary;49;427.0
0561;2012;drugs_weapons;48;418.0
0561;2012;person;123;1071.0
0561;2012;theft;242;2108.0
0561;2012;total;654;5696.0
0561;2012;vandalism;85;740.0
0561;2013;burglary;29;253.0
0561;2013;drugs_weapons;47;410.0
0561;2013;person;121;1056.0
0561;2013;theft;166;1449.0
0561;2013;total;545;4759.0
0561;2013;vandalism;62;541.0
0561;2014;burglary;74;645.0
0561;2014;drugs_weapons;31;270.0
0561;2014;person;189;1648.0
0561;2014;theft;231;2015.0
0561;2014;total;674;5878.0
0561;2014;vandalism;57;497.0
0561;2015;burglary;55;478.0
0561;2015;drugs_weapons;29;252.0
0561;2015;person;182;1581.0
0561;2015;theft;193;1677.0
0561;2015;total;603;5240.0
0561;2015;vandalism;69;600.0
0561;2016;burglary;90;777.0
0561;2016;drugs_weapons;38;328.0
0561;2016;person;182;1572.0
0561;2016;theft;218;1882.0
0561;2016;total;711;6139.0
0561;2016;vandalism;75;648.0
0561;2017;burglary;98;843.0
0561;2017;drugs_weapons;78;671.0
0561;2017;person;249;2142.0
0561;2017;theft;263;2263.0
0561;2017;total;849;7304.0
0561;2017;vandalism;67;576.0
0561;2018;burglary;55;475.0
0561;2018;drugs_weapons;74;639.0
0561;2018;person;149;1286.0
0561;2018;theft;177;1528.0
0561;2018;total;732;6319.0
0561;2018;vandalism;102;881.0
0561;2019;burglary;57;495.0
0561;2019;drugs_weapons;73;634.0
0561;2019;person;169;1467.0
0561;2019;theft;158;1372.0
0561;2019;total;594;5156.0
0561;2019;vandalism;82;712.0
0561;2020;burglary;54;471.0
0561;2020;drugs_weapons;37;322.0
0561;2020;person;203;1771.0
0561;2020;theft;168;1465.0
0561;2020;total;641;5591.0
0561;2020;vandalism;78;680.0
0561;2021;burglary;42;367.0
0561;2021;drugs_weapons;35;306.0
0561;2021;person;219;1914.0
0561;2021;theft;168;1468.0
0561;2021;total;597;5216.0
0561;2021;vandalism;65;568.0
0561;2022;burglary;51;444.0
0561;2022;drugs_weapons;46;401.0
0561;2022;person;246;2142.0
0561;2022;theft;163;1419.0
0561;2022;total;686;5974.0
0561;2022;vandalism;72;627.0
0561;2023;burglary;33;287.0
0561;2023;drugs_weapons;53;462.0
0561;2023;person;264;2299.0
0561;2023;theft;122;1062.0
0561;2023;total;827;7202.0
0561;2023;vandalism;55;479.0
0561;2024;burglary;59;515.0
0561;2024;drugs_weapons;95;829.0
0561;2024;person;256;2235.0
0561;2024;theft;220;1920.0
0561;2024;total;983;8581.0
0561;2024;vandalism;89;777.0
0561;2025;burglary;44;383.0
0561;2025;drugs_weapons;114;993.0
0561;2025;person;351;3058.0
0561;2025;theft;174;1516.0
0561;2025;total;1058;9217.0
0561;2025;vandalism;65;566.0
0562;1996;burglary;372;1629.0
0562;1996;drugs_weapons;66;289.0
0562;1996;person;175;766.0
0562;1996;theft;1162;5087.0
0562;1996;total;1789;7832.0
0562;1996;vandalism;229;1003.0
0562;1997;burglary;324;1439.0
0562;1997;drugs_weapons;46;204.0
0562;1997;person;213;946.0
0562;1997;theft;1126;5000.0
0562;1997;total;1769;7856.0
0562;1997;vandalism;234;1039.0
0562;1998;burglary;293;1320.0
0562;1998;drugs_weapons;59;266.0
0562;1998;person;169;761.0
0562;1998;theft;1158;5217.0
0562;1998;total;1732;7803.0
0562;1998;vandalism;215;969.0
0562;1999;burglary;337;1542.0
0562;1999;drugs_weapons;115;526.0
0562;1999;person;194;887.0
0562;1999;theft;1258;5755.0
0562;1999;total;1844;8435.0
0562;1999;vandalism;145;663.0
0562;2000;burglary;278;1288.0
0562;2000;drugs_weapons;54;250.0
0562;2000;person;183;848.0
0562;2000;theft;1200;5561.0
0562;2000;total;1876;8694.0
0562;2000;vandalism;199;922.0
0562;2001;burglary;259;1212.0
0562;2001;drugs_weapons;38;178.0
0562;2001;person;245;1146.0
0562;2001;theft;944;4416.0
0562;2001;total;1621;7583.0
0562;2001;vandalism;219;1024.0
0562;2002;burglary;254;1196.0
0562;2002;drugs_weapons;37;174.0
0562;2002;person;256;1205.0
0562;2002;theft;944;4444.0
0562;2002;total;1596;7513.0
0562;2002;vandalism;186;876.0
0562;2003;burglary;188;890.0
0562;2003;drugs_weapons;13;61.0
0562;2003;person;302;1429.0
0562;2003;theft;797;3772.0
0562;2003;total;1466;6938.0
0562;2003;vandalism;215;1018.0
0562;2004;burglary;233;1108.0
0562;2004;drugs_weapons;63;300.0
0562;2004;person;288;1370.0
0562;2004;theft;776;3691.0
0562;2004;total;1615;7682.0
0562;2004;vandalism;167;794.0
0562;2005;burglary;348;1662.0
0562;2005;drugs_weapons;54;258.0
0562;2005;person;312;1490.0
0562;2005;theft;1093;5220.0
0562;2005;total;1964;9379.0
0562;2005;vandalism;215;1027.0
0562;2006;burglary;533;2556.0
0562;2006;drugs_weapons;119;571.0
0562;2006;person;363;1741.0
0562;2006;theft;1313;6297.0
0562;2006;total;2428;11645.0
0562;2006;vandalism;280;1343.0
0562;2007;burglary;202;973.0
0562;2007;drugs_weapons;47;227.0
0562;2007;person;340;1638.0
0562;2007;theft;682;3286.0
0562;2007;total;1542;7429.0
0562;2007;vandalism;237;1142.0
0562;2008;burglary;122;591.0
0562;2008;drugs_weapons;87;421.0
0562;2008;person;440;2131.0
0562;2008;theft;639;3095.0
0562;2008;total;1662;8050.0
0562;2008;vandalism;220;1066.0
0562;2009;burglary;157;760.0
0562;2009;drugs_weapons;124;600.0
0562;2009;person;471;2280.0
0562;2009;theft;700;3388.0
0562;2009;total;1902;9206.0
0562;2009;vandalism;324;1568.0
0562;2010;burglary;114;550.0
0562;2010;drugs_weapons;89;429.0
0562;2010;person;503;2425.0
0562;2010;theft;627;3023.0
0562;2010;total;1841;8877.0
0562;2010;vandalism;223;1075.0
0562;2011;burglary;105;506.0
0562;2011;drugs_weapons;81;391.0
0562;2011;person;459;2212.0
0562;2011;theft;587;2828.0
0562;2011;total;1640;7902.0
0562;2011;vandalism;176;848.0
0562;2012;burglary;138;664.0
0562;2012;drugs_weapons;95;457.0
0562;2012;person;424;2041.0
0562;2012;theft;599;2883.0
0562;2012;total;1640;7893.0
0562;2012;vandalism;189;910.0
0562;2013;burglary;180;863.0
0562;2013;drugs_weapons;184;883.0
0562;2013;person;357;1712.0
0562;2013;theft;700;3358.0
0562;2013;total;1786;8567.0
0562;2013;vandalism;158;758.0
0562;2014;burglary;93;442.0
0562;2014;drugs_weapons;167;795.0
0562;2014;person;465;2211.0
0562;2014;theft;593;2820.0
0562;2014;total;1842;8760.0
0562;2014;vandalism;176;837.0
0562;2015;burglary;123;581.0
0562;2015;drugs_weapons;192;906.0
0562;2015;person;505;2385.0
0562;2015;theft;638;3013.0
0562;2015;total;2111;9970.0
0562;2015;vandalism;186;878.0
0562;2016;burglary;175;819.0
0562;2016;drugs_weapons;102;477.0
0562;2016;person;443;2074.0
0562;2016;theft;649;3038.0
0562;2016;total;1752;8201.0
0562;2016;vandalism;192;899.0
0562;2017;burglary;105;487.0
0562;2017;drugs_weapons;95;441.0
0562;2017;person;537;2492.0
0562;2017;theft;520;2413.0
0562;2017;total;1677;7781.0
0562;2017;vandalism;186;863.0
0562;2018;burglary;158;729.0
0562;2018;drugs_weapons;91;420.0
0562;2018;person;473;2183.0
0562;2018;theft;539;2488.0
0562;2018;total;1601;7389.0
0562;2018;vandalism;158;729.0
0562;2019;burglary;130;595.0
0562;2019;drugs_weapons;87;398.0
0562;2019;person;420;1924.0
0562;2019;theft;449;2056.0
0562;2019;total;1562;7154.0
0562;2019;vandalism;169;774.0
0562;2020;burglary;110;504.0
0562;2020;drugs_weapons;105;481.0
0562;2020;person;411;1882.0
0562;2020;theft;571;2615.0
0562;2020;total;1586;7262.0
0562;2020;vandalism;180;824.0
0562;2021;burglary;133;609.0
0562;2021;drugs_weapons;67;307.0
0562;2021;person;494;2263.0
0562;2021;theft;465;2130.0
0562;2021;total;1495;6849.0
0562;2021;vandalism;199;912.0
0562;2022;burglary;133;607.0
0562;2022;drugs_weapons;92;421.0
0562;2022;person;640;2923.0
0562;2022;theft;573;2617.0
0562;2022;total;1924;8787.0
0562;2022;vandalism;206;941.0
0562;2023;burglary;150;688.0
0562;2023;drugs_weapons;85;390.0
0562;2023;person;667;3060.0
0562;2023;theft;543;2491.0
0562;2023;total;2068;9487.0
0562;2023;vandalism;189;867.0
0562;2024;burglary;106;489.0
0562;2024;drugs_weapons;165;762.0
0562;2024;person;599;2764.0
0562;2024;theft;464;2141.0
0562;2024;total;2249;10378.0
0562;2024;vandalism;262;1209.0
0562;2025;burglary;147;682.0
0562;2025;drugs_weapons;98;454.0
0562;2025;person;601;2787.0
0562;2025;theft;434;2013.0
0562;2025;total;2028;9405.0
0562;2025;vandalism;188;872.0
0563;1996;burglary;104;1193.0
0563;1996;drugs_weapons;3;34.0
0563;1996;person;98;1125.0
0563;1996;theft;429;4923.0
0563;1996;total;692;7941.0
0563;1996;vandalism;60;689.0
0563;1997;burglary;149;1730.0
0563;1997;drugs_weapons;7;81.0
0563;1997;person;115;1335.0
0563;1997;theft;543;6304.0
0563;1997;total;849;9857.0
0563;1997;vandalism;82;952.0
0563;1998;burglary;170;1986.0
0563;1998;drugs_weapons;6;70.0
0563;1998;person;79;923.0
0563;1998;theft;482;5630.0
0563;1998;total;691;8071.0
0563;1998;vandalism;56;654.0
0563;1999;burglary;173;2045.0
0563;1999;drugs_weapons;10;118.0
0563;1999;person;100;1182.0
0563;1999;theft;476;5626.0
0563;1999;total;719;8498.0
0563;1999;vandalism;56;662.0
0563;2000;burglary;125;1495.0
0563;2000;drugs_weapons;9;108.0
