code;level;class;share_pct;utsatt_pct;sarskilt_pct
0123C1290_DeSO2025;deso;utsatt;25.272;25.272;0
0126C1020_DeSO2025;deso;utsatt;16.808;16.808;0
0126C1030_DeSO2025;deso;utsatt;100.0;100.0;0
0126C1060_DeSO2025;deso;utsatt;100.0;100.0;0
0126C1070_DeSO2025;deso;utsatt;100.0;100.0;0
0126C1081_DeSO2025;deso;utsatt;2.074;2.074;0
0126C1082_DeSO2025;deso;utsatt;32.006;32.006;0
0126C1090_DeSO2025;deso;utsatt;36.35;36.35;0
0126C1100_DeSO2025;deso;utsatt;9.731;9.731;0
0126C1110_DeSO2025;deso;utsatt;100.0;100.0;0
0126C1130_DeSO2025;deso;utsatt;100.0;100.0;0
0126C1140_DeSO2025;deso;utsatt;99.985;99.985;0
0126C1160_DeSO2025;deso;utsatt;90.142;90.142;0
0126C1311_DeSO2025;deso;utsatt;0.799;0.799;0
0126C1370_DeSO2025;deso;utsatt;66.905;66.905;0
0126C1420_DeSO2025;deso;utsatt;9.342;9.205;0
0126C1490_DeSO2025;deso;sarskilt;53.677;52.656;1.021
0126C1510_DeSO2025;deso;utsatt;30.752;30.752;0
0126C1520_DeSO2025;deso;utsatt;100.0;100.0;0
0126C1540_DeSO2025;deso;utsatt;99.328;99.328;0
0126C1550_DeSO2025;deso;utsatt;100.0;100.0;0
0127A0020_DeSO2025;deso;sarskilt;3.628;0;3.628
0127C1080_DeSO2025;deso;utsatt;7.796;7.796;0
0127C1090_DeSO2025;deso;utsatt;58.841;58.841;0
0127C1270_DeSO2025;deso;sarskilt;18.152;0;18.152
0127C1280_DeSO2025;deso;sarskilt;62.809;0;62.809
0127C1290_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1300_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1310_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1320_DeSO2025;deso;sarskilt;70.01;0;70.01
0127C1330_DeSO2025;deso;sarskilt;85.648;0;85.648
0127C1340_DeSO2025;deso;sarskilt;99.994;0;99.994
0127C1351_DeSO2025;deso;sarskilt;99.419;0;99.419
0127C1352_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1360_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1370_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1380_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1390_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1400_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1410_DeSO2025;deso;sarskilt;58.129;0;58.129
0127C1420_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1431_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1432_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1440_DeSO2025;deso;sarskilt;100.0;0;100.0
0127C1450_DeSO2025;deso;sarskilt;23.861;0;23.861
0127C1460_DeSO2025;deso;sarskilt;22.409;0;22.409
0127C1470_DeSO2025;deso;sarskilt;59.013;0;59.013
0136C1090_DeSO2025;deso;utsatt;39.08;39.08;0
0136C1100_DeSO2025;deso;utsatt;43.25;43.25;0
0136C1120_DeSO2025;deso;utsatt;100.0;100.0;0
0136C1130_DeSO2025;deso;utsatt;100.0;100.0;0
0136C1140_DeSO2025;deso;utsatt;44.919;44.919;0
0136C1150_DeSO2025;deso;utsatt;8.564;8.564;0
0136C1180_DeSO2025;deso;utsatt;8.15;8.15;0
0136C1230_DeSO2025;deso;utsatt;16.16;16.16;0
0136C1240_DeSO2025;deso;utsatt;67.886;67.886;0
0136C1260_DeSO2025;deso;utsatt;100.0;100.0;0
0136C1270_DeSO2025;deso;utsatt;99.885;99.885;0
0136C1280_DeSO2025;deso;utsatt;100.0;100.0;0
0136C1320_DeSO2025;deso;utsatt;15.099;15.099;0
0138C1080_DeSO2025;deso;utsatt;2.72;2.72;0
0138C1120_DeSO2025;deso;utsatt;83.111;83.111;0
0138C1130_DeSO2025;deso;utsatt;85.97;85.97;0
0139A0010_DeSO2025;deso;utsatt;0.241;0.241;0
0139B2020_DeSO2025;deso;utsatt;68.925;68.925;0
0139B2030_DeSO2025;deso;utsatt;87.684;87.684;0
0139B2050_DeSO2025;deso;utsatt;36.635;36.635;0
0163C1090_DeSO2025;deso;utsatt;42.305;42.305;0
0163C1120_DeSO2025;deso;utsatt;71.728;71.728;0
0163C1160_DeSO2025;deso;utsatt;7.929;7.929;0
0180C1140_DeSO2025;deso;utsatt;67.715;67.715;0
0180C1160_DeSO2025;deso;utsatt;68.597;68.597;0
0180C1200_DeSO2025;deso;utsatt;98.129;98.129;0
0180C1230_DeSO2025;deso;utsatt;100.0;100.0;0
0180C1280_DeSO2025;deso;utsatt;96.861;96.861;0
0180C1300_DeSO2025;deso;utsatt;100.0;100.0;0
0180C1320_DeSO2025;deso;utsatt;2.317;2.317;0
0180C1330_DeSO2025;deso;utsatt;99.885;99.885;0
0180C1340_DeSO2025;deso;utsatt;65.788;65.788;0
0180C1360_DeSO2025;deso;utsatt;100.0;100.0;0
0180C1380_DeSO2025;deso;utsatt;96.586;96.586;0
0180C1440_DeSO2025;deso;utsatt;3.523;3.523;0
0180C1500_DeSO2025;deso;utsatt;80.996;80.996;0
0180C1560_DeSO2025;deso;utsatt;57.12;57.12;0
0180C1591_DeSO2025;deso;utsatt;99.994;99.994;0
0180C1592_DeSO2025;deso;utsatt;36.82;36.82;0
0180C1690_DeSO2025;deso;utsatt;1.755;1.755;0
0180C1720_DeSO2025;deso;utsatt;99.745;99.745;0
0180C1730_DeSO2025;deso;utsatt;77.569;77.569;0
0180C2150_DeSO2025;deso;utsatt;54.751;54.751;0
0180C2250_DeSO2025;deso;utsatt;92.79;92.79;0
0180C2290_DeSO2025;deso;utsatt;93.377;93.377;0
0180C2500_DeSO2025;deso;utsatt;21.742;21.742;0
0180C2550_DeSO2025;deso;utsatt;54.117;54.117;0
0180C2580_DeSO2025;deso;utsatt;2.192;2.192;0
0180C5610_DeSO2025;deso;utsatt;2.707;2.707;0
0180C5670_DeSO2025;deso;utsatt;98.241;98.241;0
0180C5710_DeSO2025;deso;utsatt;90.702;90.702;0
0180C5760_DeSO2025;deso;utsatt;100.0;100.0;0
0180C5780_DeSO2025;deso;utsatt;91.658;91.658;0
0180C5790_DeSO2025;deso;utsatt;98.841;98.841;0
0180C5810_DeSO2025;deso;utsatt;32.644;32.644;0
0180C6070_DeSO2025;deso;sarskilt;60.8;0;60.8
0180C6080_DeSO2025;deso;sarskilt;2.303;0;2.303
0180C6090_DeSO2025;deso;sarskilt;60.906;0;60.906
0180C6100_DeSO2025;deso;sarskilt;100.0;0;100.0
0180C6110_DeSO2025;deso;sarskilt;97.279;0;97.279
0180C6120_DeSO2025;deso;sarskilt;100.0;0;100.0
0180C6140_DeSO2025;deso;sarskilt;75.699;0;75.699
0180C6151_DeSO2025;deso;sarskilt;57.432;0;57.432
0180C6152_DeSO2025;deso;sarskilt;100.0;0;100.0
0180C6160_DeSO2025;deso;sarskilt;89.783;0;89.783
0180C6170_DeSO2025;deso;sarskilt;98.942;0;98.942
0180C6180_DeSO2025;deso;sarskilt;65.541;0;65.541
0180C6200_DeSO2025;deso;sarskilt;2.511;0;2.511
0180C6210_DeSO2025;deso;sarskilt;35.78;0;35.78
0180C6220_DeSO2025;deso;sarskilt;79.855;45.155;34.7
0180C6230_DeSO2025;deso;sarskilt;100.0;0;100.0
0180C6240_DeSO2025;deso;utsatt;55.345;55.345;0
0180C6250_DeSO2025;deso;sarskilt;87.108;0;83.113
0180C6260_DeSO2025;deso;sarskilt;75.163;0;75.163
0180C6270_DeSO2025;deso;sarskilt;84.914;0;84.914
0180C6310_DeSO2025;deso;sarskilt;23.972;0;23.972
