kommun;year;value
1214;2018;12.808257
1214;2019;18.107124
1214;2021;22.196108
1214;2022;23.465217
1214;2023;24.478322
1214;2024;13.314744
1214;2025;12.431878
1230;2015;18.990847
1230;2016;19.121052
1230;2017;21.350847
1230;2018;23.880079
1230;2019;26.166226
1230;2021;38.175916
1230;2022;40.215649
1230;2023;40.840035
1230;2024;38.770104
1230;2025;36.841588
1231;2015;57.198513
1231;2016;58.93801
1231;2017;61.042851
1231;2018;61.503975
1231;2019;67.558834
1231;2021;75.018094
1231;2022;68.406476
1231;2023;69.601369
1231;2024;59.542136
1231;2025;52.050485
1233;2015;23.105143
1233;2016;22.732702
1233;2017;22.913419
1233;2018;22.873495
1233;2019;26.071693
1233;2021;32.370584
1233;2022;32.994605
1233;2023;33.422863
1233;2024;31.724359
1233;2025;31.369479
1256;2015;14.614946
1256;2016;25.113132
1256;2017;30.099006
1256;2018;33.814785
1256;2019;34.298584
1256;2021;37.238612
1256;2022;40.363217
1256;2023;40.867185
1256;2024;37.511596
1256;2025;36.848463
1257;2015;42.68276
1257;2016;42.423119
1257;2017;46.506392
1257;2018;46.906854
1257;2019;50.771671
1257;2021;54.773911
1257;2022;55.393231
1257;2023;55.610533
1257;2024;54.669437
1257;2025;56.053506
1260;2015;-1.159513
1260;2016;1.052552
1260;2017;3.674003
1260;2018;5.302964
1260;2019;2.901062
1260;2021;12.024863
1260;2022;13.467072
1260;2023;10.579726
1260;2024;8.421226
1260;2025;7.514404
1261;2015;42.527536
1261;2016;40.119198
1261;2017;40.072352
1261;2018;43.307048
1261;2019;56.133954
1261;2021;63.543994
1261;2022;66.945679
1261;2023;46.994639
1261;2024;40.073014
1261;2025;46.229166
1262;2015;33.667908
1262;2016;35.572999
1262;2017;36.390839
1262;2018;38.376652
1262;2019;43.055912
1262;2021;49.570054
1262;2022;50.920239
1262;2023;49.176071
1262;2024;49.594111
1262;2025;50.301281
1263;2015;25.990788
1263;2016;25.878581
1263;2017;25.917127
1263;2018;25.367082
1263;2019;28.130561
1263;2021;45.426983
1263;2022;49.023843
1263;2023;32.169206
1263;2024;33.045145
1263;2025;34.380275
1264;2015;24.260848
1264;2016;26.290621
1264;2017;28.483666
1264;2018;29.650419
1264;2019;29.921569
1264;2021;35.982782
1264;2022;34.247277
1264;2023;30.560372
1264;2024;16.390866
1264;2025;18.878915
1265;2015;66.475782
1265;2016;65.220008
1265;2017;61.959135
1265;2018;57.63237
1265;2019;58.566571
1265;2021;61.747367
1265;2022;62.929142
1265;2023;63.60806
